content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average,Label NN
Bagus bersih dan nyaman.,bagus bersih nyaman,positif,positif,positif,positif,positif,positif
"Sbnrnya wisata nya lumayan,,, cuma dr parkir jln ke lumba²nya lmyn jauh..  prtunjukan lumba² cuma sbntra. jdi lelahnya tidak terbayarkan dengan prtjukannya,kmudian Mkanan disekitar pantai harganya Bintang 5, Bandengan'beach aja Popmie 10k,disitu 15k.dan mknan lainnya... mhon untuk diperti.bangkan lgi.",sbnrnya wisata nya lumayan dr parkir jln lumbanya lmyn prtunjukan lumba sbntra jdi lelah bayar prtjukannyakmudian mkanan sekitar pantai harga bintang 5 bandenganbeach aja popmie 10kdisitu 15kdan mknan mhon dipertibangkan lgi,negatif,positif,positif,negatif,positif,negatif
"Harga makanannya gak masuk akal ,terlalu mahal.
Kalau memang tidak boleh bawa makanan dari luar setidaknya harga makanannya masuk akal dikit lah. …",harga makan gak masuk akal mahalkalau bawa makan harga makan masuk akal dikit,negatif,positif,positif,negatif,negatif,negatif
Makan nya mahal2....,makan nya mahal2,negatif,positif,positif,negatif,positif,positif
Memuaskan,muas,positif,positif,positif,positif,positif,positif
"Wisata keluarga yg komplit, sangat menyenangkan.
Disarankan buat dateng pagi spy bisa menikmati semua sesi nya, sekalipun ada sesi ulang di sore hari tp akan lebih puas kalau pagi..",wisata keluarga yg komplit menyenangkandisarankan dateng pagi spy nikmat sesi nya sesi ulang sore tp puas pagi,positif,positif,positif,positif,positif,positif
Tour disini keren anak2 senang dan edukasi dapat...,tour keren anak2 senang edukasi,positif,positif,positif,positif,positif,positif
Walaupun pantai tapi tidak panas menyengat karena banyak pepohonan juga. Cuma karna habis hujan akses menuju minizoo becek jalannya. Terus untuk unta dan gajah tunggang nya terlalu singkat waktu tunggang nya untuk harga 20k dan 25k.,pantai panas sengat pohon karna habis hujan akses minizoo becek jalan unta gajah tunggang nya singkat tunggang nya harga 20k 25k,positif,positif,positif,positif,positif,positif
Direkomendasikan untuk keluarga,rekomendasi keluarga,positif,positif,positif,positif,positif,positif
"Dibanding dulu...sekarang sudah sangat jauh lebih bagus dan hewan nya makin komplit....segera di buat pedestrian nya yang lebih baik,masih banyak bagian yg berupa tanah",banding dulusekarang bagus hewan nya komplitsegera pedestrian nya baikmasih yg tanah,positif,positif,positif,positif,positif,positif
Seru buat acara jln2 sama anak. Taman Safari plus pantai.... Jadi gak bosan.,seru acara jln2 anak taman safari plus pantai gak bosan,positif,positif,positif,positif,positif,positif
"Anak-anak senang sekali main kesini, salah satu wisata edukasi anak yang bisa dijangkau karena Deket rumah. Minta tolong segera dilakukan perbaikan akses menuju ke tempat hewan-hewan yang masih bebatuan, jika musim hujan bisa jadi licin jalannya. Terimakasih",anakanak senang main kesini salah wisata edukasi anak jangkau deket rumah tolong baik akses hewanhewan bebatuan musim hujan licin jalan terimakasih,positif,positif,positif,positif,positif,positif
tempat yg asik untuk beramin bersama keluarga dan cocok juga untuk wisata pendidikan.,yg asik beramin keluarga cocok wisata didik,positif,positif,positif,positif,positif,positif
"Jadi tempat favoritnya anak buat nonton lumba"".
Untuk hewan lainnya masih perlu perawatan lebih baik lagi.
Sukses terus ya Safari beach",favorit anak nonton lumbauntuk hewan awat lagisukses ya safari beach,positif,positif,positif,positif,positif,positif
"Seru, bisa naik gajah dan onta dengan tarif 25 rb per orang. Juga foto sama lumba2 biayanya sama 25 rb per orang. Selese liat pertunjukkan dan hewan2 bisa istirahat di deket pantai sambil selonjorin kaki. Btw jaja disini ga terlalu mahal …",seru gajah onta tarif 25 rb orang foto lumba2 biaya 25 rb orang selese liat tunjuk hewan2 istirahat deket pantai selonjorin kaki btw jaja ga mahal,positif,positif,positif,positif,positif,positif
Bagus... Pelayanan ramah... Bersih ok bgt,bagus layan ramah bersih ok bgt,positif,positif,positif,positif,positif,positif
Suasana kantor yang kondusif dan nyaman sangat menyenangkan,suasana kantor kondusif nyaman senang,positif,positif,positif,positif,positif,positif
"Cenderung kumuh karena banyak tempat masih perbaikian, hewan minim.
kurang menarik, mungkin karena pengaruh harga tiket?",cenderung kumuh perbaikian hewan minimkurang tarik pengaruh harga tiket,negatif,positif,positif,negatif,positif,negatif
"Ada satwanya juga, jalan becek karena musim hujan",satwa jalan becek musim hujan,positif,positif,positif,positif,positif,positif
Lumayan buat rekreasi keluarga. Ada mini zoo & pentas lumba2,lumayan rekreasi keluarga mini zoo pentas lumba2,positif,positif,positif,positif,positif,positif
"Kedua kalinya kesini,yg sekarang sudah jauh lebih bagus pantainya.banyak tempat duduk serta penjual makanan di pinggir pantai.banyak atraksi juga.",kali kesiniyg bagus pantainyabanyak duduk jual makan pinggir pantaibanyak atraksi,positif,positif,positif,positif,positif,positif
ES TEH NYA BASI. JALANAN DI AREA SANGAT BURUK KARENA TANAH BECEK. JADI BIKIN KOTOR. RUANGAN IBU MENYUSUI TIDAK TERAWAT. SAYANG BANGET PADAHAL SATWANYA LUMAYAN BANYAK. PELAYANAN CUKUP. TEMPAT BERTEDUH SEDIKIT.,es teh nya basi jalan area buruk tanah becek bikin kotor ruang susu awat sayang banget satwa lumayan layan teduh,negatif,positif,positif,negatif,negatif,positif
Memadukan wisata antara pantai dan kebun binatang. Lmyn bagus sbg destinasi liburan anak. Terdapat pertunjukan lumba2 sudah include dalam harga tiket. Jika mau berfoto dengan lumba2 nambah biaya 25k per orang. Pengunjung dapat naik hewan yg …,madu wisata pantai kebun binatang lmyn bagus sbg destinasi libur anak tunjuk lumba2 include harga tiket foto lumba2 nambah biaya 25k orang unjung hewan yg,positif,positif,positif,positif,positif,positif
"Kesini pas musim liburan dan hujan.
Masih baru, jadi jalan menuju hewan2nya gak rekomen buat yg punya anak kecil, becek, bergelombang, berasa lagi off road / jalan di hutan. …",kesini pas musim libur hujanmasih jalan hewan2nya gak rekomen yg anak becek gelombang asa off road jalan hutan,positif,positif,positif,positif,positif,positif
"sangat recomended sekali buat tempat berakhir pekan keluarga,,
Tempat wisata berstandar nasional di kota batang... paduan sempurna wisata edukatif, kuliner beragam ga pake mahal plus privasi area pantai.. …",recomended pekan keluargatempat wisata standar nasional kota batang padu sempurna wisata edukatif kuliner agam ga pake mahal plus privasi area pantai,positif,positif,positif,positif,positif,positif
Ke sana pas hujan jadi kurang menikmati,pas hujan nikmat,positif,positif,positif,positif,positif,positif
"Sdh kesekian kali ke safari beach batang, sejak pembukaan smp sekarang. Banyak tambahan terutama untuk kuliner tp jumlah satwanya berkurang dan kmrn pas lagi banyak pekerjaan konstruksi jadi krng nyaman",sdh sekian kali safari beach batang buka smp tambah kuliner tp satwa kurang kmrn pas kerja konstruksi krng nyaman,positif,positif,positif,positif,positif,positif
Tempatnya nyaman,tempat nyaman,positif,positif,positif,positif,positif,positif
"Ke safari beach dg tujuan liat lumba2,, sampe sana jam 3 sore pas show terakhir mo mulai, yaa not bad buat show lumba-lumba nya, cm sayang bentaaaar bgt, jd buat kami yg datang dari jogja agak kurang puas aja😀 …",safari beach dg tuju liat lumba2 sampe jam 3 sore pas show mo yaa not bad show lumbalumba nya cm sayang bentaaaar bgt jd yg jogja puas aja,positif,positif,positif,positif,positif,positif
parkir luas... nyaman buat liburan,parkir luas nyaman libur,positif,positif,positif,positif,positif,positif
"Toilet bersih,recommend buat wisata edukasi anak mengenal binatang ,Petugas safari ramah",toilet bersihrecommend wisata edukasi anak kenal binatang tugas safari ramah,positif,positif,positif,positif,positif,positif
"Tiket masuknya mahal memang. Tp didalam.kita bisa main ombak, ada banyak cafe, ada pertunjukkan lumba2. Pertunjukan hewan2 lainnya. Ksni datang pagi pulabg magrib g kerasa",tiket masuk mahal tp didalamkita main ombak cafe tunjuk lumba2 tunjuk hewan2 ksni pagi pulabg magrib g rasa,positif,positif,positif,positif,positif,positif
"Pengalaman kami cukup menyenangkan, meskipun tidak banyak jenis hewan di sini.

Kita bisa berjalan-jalan menyusuri pantai sambil bermain pasir atau sekadar menikmati indahnya pemandangan. Selain itu kebersihan pantainya juga sangat terjaga.",alam senang jenis hewan sinikita berjalanjalan susur pantai main pasir nikmat indah pandang bersih pantai jaga,positif,positif,positif,positif,positif,positif
"Wisata edukasi anak, tempatnya bagus",wisata edukasi anak tempat bagus,positif,positif,positif,positif,positif,positif
"Harga mahal & ku gk suka karna ngasih petunjuk tidak lengkap😭untung aja gak kejebak karena masa udah sampai dipasar terus Ke pasar lagi itu namanya penjebakan 😭,dll.😭& Masa tiba tiba langsung sampai ke lokasi Tujuan kan aneh kalo dipikir …",harga mahal ku gk suka karna ngasih tunjuk lengkapuntung aja gak jebak udah pasar pasar nama jebak dll langsung lokasi tuju aneh kalo pikir,negatif,positif,positif,negatif,positif,negatif
"Wisata pantai yang unik, ada pertunjukan lumba-lumba, mereka memiliki banyak koleksi fauna, kalau datang ada beragam acara, seharian pun tidak akan bosan, pantainya terawat dengan baik, dapat free voucher 20rb untuk makanan ketika bayar …",wisata pantai unik tunjuk lumbalumba milik koleksi fauna agam acara hari bosan pantai awat free voucher 20rb makan bayar,positif,positif,positif,positif,positif,positif
"Agak kesorean dateng tapi bagus, beberapa hewan yang di kandang kurang atraktif, tapi shownya bagus dan sekelas safari solo, safari prigen dan safari bali. Karena 1 komplek dengan pantai sigandu, jangan lupa bawa baju ganti untuk berenang",sore dateng bagus hewan kandang atraktif shownya bagus kelas safari solo safari prigen safari bal 1 komplek pantai sigandu lupa bawa baju ganti renang,positif,positif,positif,positif,positif,positif
"Asik pantainya bersih tersedia pondokan somay enak , es degan, bakso dll",asik pantai bersih sedia pondok somay enak es degan bakso dll,positif,positif,positif,positif,positif,positif
cocok untuk wisata edukasi anak2 sekolah..,cocok wisata edukasi anak2 sekolah,positif,positif,positif,positif,positif,positif
"Terlalu mahal tiketnya, saya masuk 1 mobil 5 org 350K..pdahal yg masuk ke obyeknya 2 org..tp tdk dikasih tau oleh penjaga tiketnya, lgsung di hitung semua",mahal tiket masuk 1 mobil 5 org 350kpdahal yg masuk obyek 2 orgtp tdk kasih tau jaga tiket lgsung hitung,negatif,positif,positif,negatif,positif,positif
"Wahana yg recomended untuk liburan terutama anak² dan keluarga, namun kondisi hujan jalanan becek, masih masa perbaikan.",wahana yg recomended libur anak keluarga kondisi hujan jalan becek baik,positif,positif,positif,positif,positif,positif
"Cukup lengkap untuk kebun binatang di kota kecil, apalagi masih dalam tahap pengembangan. Ada atraksi hewan2. Mungkin lebih bagus jika di beberapa tempat di kasih peta/petunjuk kalan, tidak hanya di depan, agar tidak bingung.",lengkap kebun binatang kota tahap kembang atraksi hewan2 bagus kasih petapetunjuk kalan bingung,positif,positif,positif,positif,positif,positif
Lengkap di Pekalongan raya,lengkap kalong raya,positif,positif,positif,positif,positif,positif
Joss,joss,positif,positif,positif,positif,positif,positif
"Tempat nyaman dan bersih, bisa ditambahkan lg utk koleksi hewannya agar lebih menarik",nyaman bersih lg utk koleksi hewan tarik,positif,positif,positif,positif,positif,positif
Tempat ini memang salah satu tujuan kami yang memang senang dengan tempat nuansa alam ditambah ada binatangnya...ditambah ada dolphin shownya...ditambah cukup dekat dengan rumah dibandingkan harus ke safari bogor yang tentunya lebih mahal …,salah tuju senang nuansa alam tambah binatangnyaditambah dolphin shownyaditambah rumah banding safari bogor mahal,positif,positif,positif,positif,positif,positif
Sekarang bagus tempatnya dan masih banyak pembangunan.... Kamar mandi bersih.. Makanan banyak meski rasa standar...,bagus tempat bangun kamar mandi bersih makan standar,positif,positif,positif,positif,positif,positif
"Tempatnya bersih,two in one selain taman safari bisa juga menikmati pantainya.Lalu kita juga bisa berinteraksi dengan satwa yang ada di sini.",tempat bersihtwo in one taman safari nikmat pantainyalalu interaksi satwa,positif,positif,positif,positif,positif,positif
"Safari Beach Jateng, pantainya terkonsep banget! Perfect!!!",safari beach jateng pantai konsep banget perfect,positif,positif,positif,positif,positif,positif
"Paket lengkap, tambah penginapan tambah ok",paket lengkap inap ok,positif,positif,positif,positif,positif,positif
Sepertinya masih akan terus berkembang. Lumayan bagus. Memang tiket agak mahal. Untuk akses jalan ke pertunjukan lumba-lumba perlu diperbaiki. Ke sana saat musim hujan jalannya banyak kubangan.,kembang lumayan bagus tiket mahal akses jalan tunjuk lumbalumba baik musim hujan jalan kubang,positif,positif,positif,positif,positif,positif
Ke sini pas tanggal 1 Januari. Kalau mau ke sini usahakan di bawah jam 10 pagi karena masih sepi. Dan hal pertama yg di lakukan ada lah tukar kupon voucher makanan (kalau dapat) walaupun ga lapar karena kalau udah siang bakal antri. Dan cek …,pas tanggal 1 januari usaha jam 10 pagi sepi yg laku tukar kupon voucher makan ga lapar udah siang antri cek,positif,positif,positif,positif,positif,positif
"Bagus yaa, tempat nya juga lumayan bagus dan bersih..
Pas saya kesana tidak boleh membawa makanan apapun masuk kedalam,
Bisa mandi di pantainya,
Ada mini zoo, atraksi lumba²,burung dll",bagus yaa nya lumayan bagus bersihpas kesana bawa makan apa masuk kedalambisa mandi pantainyaada mini zoo atraksi lumbaburung dll,positif,positif,positif,positif,positif,positif
seru banget,seru banget,positif,positif,positif,positif,positif,positif
"Masuk pantai mbayare mahal bingits... Begitu sudah di pantai, mau minum atau ngemil pun mbayare bikin dompet njerit.",masuk pantai mbayare mahal bingits pantai minum ngemil mbayare bikin dompet njerit,negatif,positif,positif,negatif,positif,negatif
Terlalu perhitungan untung dan rugi... Hingga bawa makan dan minum dari luar tidak diperbolehkan...  padahal kalo dibebaskan saya yakin akan ramai pengunjungnya... …,hitung untung rugi bawa makan minum boleh kalo bebas ramai unjung,positif,positif,positif,positif,positif,positif
"Tempatnya masih perlu banyak pembenahan, satwa sedikit n tidak terkoordinasi. Tempat jalan, sebagian masih berupa tanah setapak. …",tempat benah satwa n koordinasi jalan tanah setapak,positif,positif,positif,positif,positif,positif
"Bagus,edukatif juga..sayang agak becek jalannya apalagi kesitu pas lagi gerimis.terus kalau bawa stroler anak kayanya mikir2 dulu deh,jlnnya masih ada yg tanah dan susah buat aksesnya.. …",bagusedukatif jugasayang becek jalan kesitu pas gerimisterus bawa stroler anak kaya mikir2 dehjlnnya yg tanah susah akses,positif,positif,positif,positif,positif,positif
Sepadan untuk tempat liburan,padan libur,positif,positif,positif,positif,positif,positif
Sangat  cocok yg punya anak kecil,cocok yg anak,positif,positif,positif,positif,positif,positif
"Gila sih ada tempat sebagus ink di batang
Kayak nemu hidden gem
Plus pantai pula …",gila sih bagus ink batangkayak nemu hidden gemplus pantai,positif,positif,positif,positif,positif,positif
